id size photo_width photo_height density dmin_factor seed_positions size source seed_photos
52 16 250 187 0.400000 0.500000 6 16 data/poster_55_0.json 2
53 16 250 187 0.400000 0.500000 6 16 data/poster_55_0.json 3
54 16 250 187 0.400000 0.500000 6 16 data/poster_55_0.json 4
55 16 250 187 0.400000 0.500000 6 16 data/poster_55_0.json 5
56 16 250 187 0.400000 0.500000 6 16 data/poster_55_0.json 6
57 16 250 187 0.400000 0.500000 6 16 data/poster_55_0.json 7
58 16 250 187 0.400000 0.500000 6 16 data/poster_55_0.json 8
59 16 250 187 0.400000 0.500000 6 16 data/poster_55_0.json 9
60 16 250 187 0.400000 0.500000 6 16 data/poster_55_0.json 10
61 16 250 187 0.400000 0.500000 7 16 data/poster_55_0.json 1
62 16 250 187 0.400000 0.500000 7 16 data/poster_55_0.json 2
63 16 250 187 0.400000 0.500000 7 16 data/poster_55_0.json 3
64 16 250 187 0.400000 0.500000 7 16 data/poster_55_0.json 4
65 16 250 187 0.400000 0.500000 7 16 data/poster_55_0.json 5
66 16 250 187 0.400000 0.500000 7 16 data/poster_55_0.json 6
67 16 250 187 0.400000 0.500000 7 16 data/poster_55_0.json 7
68 16 250 187 0.400000 0.500000 7 16 data/poster_55_0.json 8
69 16 250 187 0.400000 0.500000 7 16 data/poster_55_0.json 9
70 16 250 187 0.400000 0.500000 7 16 data/poster_55_0.json 10
71 16 250 187 0.400000 0.500000 8 16 data/poster_55_0.json 1
72 16 250 187 0.400000 0.500000 8 16 data/poster_55_0.json 2
73 16 250 187 0.400000 0.500000 8 16 data/poster_55_0.json 3
74 16 250 187 0.400000 0.500000 8 16 data/poster_55_0.json 4
75 16 250 187 0.400000 0.500000 8 16 data/poster_55_0.json 5
76 16 250 187 0.400000 0.500000 8 16 data/poster_55_0.json 6
77 16 250 187 0.400000 0.500000 8 16 data/poster_55_0.json 7
78 16 250 187 0.400000 0.500000 8 16 data/poster_55_0.json 8
79 16 250 187 0.400000 0.500000 8 16 data/poster_55_0.json 9
80 16 250 187 0.400000 0.500000 8 16 data/poster_55_0.json 10
81 16 250 187 0.400000 0.500000 9 16 data/poster_55_0.json 1
82 16 250 187 0.400000 0.500000 9 16 data/poster_55_0.json 2
83 16 250 187 0.400000 0.500000 9 16 data/poster_55_0.json 3
84 16 250 187 0.400000 0.500000 9 16 data/poster_55_0.json 4
85 16 250 187 0.400000 0.500000 9 16 data/poster_55_0.json 5
86 16 250 187 0.400000 0.500000 9 16 data/poster_55_0.json 6
87 16 250 187 0.400000 0.500000 9 16 data/poster_55_0.json 7
88 16 250 187 0.400000 0.500000 9 16 data/poster_55_0.json 8
89 16 250 187 0.400000 0.500000 9 16 data/poster_55_0.json 9
90 16 250 187 0.400000 0.500000 9 16 data/poster_55_0.json 10
91 16 250 187 0.400000 0.500000 10 16 data/poster_55_0.json 1
92 16 250 187 0.400000 0.500000 10 16 data/poster_55_0.json 2
93 16 250 187 0.400000 0.500000 10 16 data/poster_55_0.json 3
94 16 250 187 0.400000 0.500000 10 16 data/poster_55_0.json 4
95 16 250 187 0.400000 0.500000 10 16 data/poster_55_0.json 5
96 16 250 187 0.400000 0.500000 10 16 data/poster_55_0.json 6
97 16 250 187 0.400000 0.500000 10 16 data/poster_55_0.json 7
98 16 250 187 0.400000 0.500000 10 16 data/poster_55_0.json 8
99 16 250 187 0.400000 0.500000 10 16 data/poster_55_0.json 9
100 16 250 187 0.400000 0.500000 10 16 data/poster_55_0.json 10
101 16 250 187 0.600000 0.500000 1 16 data/poster_55_0.json 1
102 16 250 187 0.600000 0.500000 1 16 data/poster_55_0.json 2
103 16 250 187 0.600000 0.500000 1 16 data/poster_55_0.json 3
104 16 250 187 0.600000 0.500000 1 16 data/poster_55_0.json 4
105 16 250 187 0.600000 0.500000 1 16 data/poster_55_0.json 5
106 16 250 187 0.600000 0.500000 1 16 data/poster_55_0.json 6
107 16 250 187 0.600000 0.500000 1 16 data/poster_55_0.json 7
108 16 250 187 0.600000 0.500000 1 16 data/poster_55_0.json 8
109 16 250 187 0.600000 0.500000 1 16 data/poster_55_0.json 9
110 16 250 187 0.600000 0.500000 1 16 data/poster_55_0.json 10
111 16 250 187 0.600000 0.500000 2 16 data/poster_55_0.json 1
112 16 250 187 0.600000 0.500000 2 16 data/poster_55_0.json 2
113 16 250 187 0.600000 0.500000 2 16 data/poster_55_0.json 3
114 16 250 187 0.600000 0.500000 2 16 data/poster_55_0.json 4
115 16 250 187 0.600000 0.500000 2 16 data/poster_55_0.json 5
116 16 250 187 0.600000 0.500000 2 16 data/poster_55_0.json 6
117 16 250 187 0.600000 0.500000 2 16 data/poster_55_0.json 7
118 16 250 187 0.600000 0.500000 2 16 data/poster_55_0.json 8
119 16 250 187 0.600000 0.500000 2 16 data/poster_55_0.json 9
120 16 250 187 0.600000 0.500000 2 16 data/poster_55_0.json 10
121 16 250 187 0.600000 0.500000 3 16 data/poster_55_0.json 1
122 16 250 187 0.600000 0.500000 3 16 data/poster_55_0.json 2
123 16 250 187 0.600000 0.500000 3 16 data/poster_55_0.json 3
124 16 250 187 0.600000 0.500000 3 16 data/poster_55_0.json 4
125 16 250 187 0.600000 0.500000 3 16 data/poster_55_0.json 5
126 16 250 187 0.600000 0.500000 3 16 data/poster_55_0.json 6
127 16 250 187 0.600000 0.500000 3 16 data/poster_55_0.json 7
128 16 250 187 0.600000 0.500000 3 16 data/poster_55_0.json 8
129 16 250 187 0.600000 0.500000 3 16 data/poster_55_0.json 9
130 16 250 187 0.600000 0.500000 3 16 data/poster_55_0.json 10
131 16 250 187 0.600000 0.500000 4 16 data/poster_55_0.json 1
132 16 250 187 0.600000 0.500000 4 16 data/poster_55_0.json 2
133 16 250 187 0.600000 0.500000 4 16 data/poster_55_0.json 3
134 16 250 187 0.600000 0.500000 4 16 data/poster_55_0.json 4
135 16 250 187 0.600000 0.500000 4 16 data/poster_55_0.json 5
136 16 250 187 0.600000 0.500000 4 16 data/poster_55_0.json 6
137 16 250 187 0.600000 0.500000 4 16 data/poster_55_0.json 7
138 16 250 187 0.600000 0.500000 4 16 data/poster_55_0.json 8
139 16 250 187 0.600000 0.500000 4 16 data/poster_55_0.json 9
140 16 250 187 0.600000 0.500000 4 16 data/poster_55_0.json 10
141 16 250 187 0.600000 0.500000 5 16 data/poster_55_0.json 1
142 16 250 187 0.600000 0.500000 5 16 data/poster_55_0.json 2
143 16 250 187 0.600000 0.500000 5 16 data/poster_55_0.json 3
144 16 250 187 0.600000 0.500000 5 16 data/poster_55_0.json 4
145 16 250 187 0.600000 0.500000 5 16 data/poster_55_0.json 5
146 16 250 187 0.600000 0.500000 5 16 data/poster_55_0.json 6
147 16 250 187 0.600000 0.500000 5 16 data/poster_55_0.json 7
148 16 250 187 0.600000 0.500000 5 16 data/poster_55_0.json 8
149 16 250 187 0.600000 0.500000 5 16 data/poster_55_0.json 9
150 16 250 187 0.600000 0.500000 5 16 data/poster_55_0.json 10
151 16 250 187 0.600000 0.500000 6 16 data/poster_55_0.json 1
152 16 250 187 0.600000 0.500000 6 16 data/poster_55_0.json 2
153 16 250 187 0.600000 0.500000 6 16 data/poster_55_0.json 3
154 16 250 187 0.600000 0.500000 6 16 data/poster_55_0.json 4
155 16 250 187 0.600000 0.500000 6 16 data/poster_55_0.json 5
156 16 250 187 0.600000 0.500000 6 16 data/poster_55_0.json 6
157 16 250 187 0.600000 0.500000 6 16 data/poster_55_0.json 7
158 16 250 187 0.600000 0.500000 6 16 data/poster_55_0.json 8
159 16 250 187 0.600000 0.500000 6 16 data/poster_55_0.json 9
160 16 250 187 0.600000 0.500000 6 16 data/poster_55_0.json 10
161 16 250 187 0.600000 0.500000 7 16 data/poster_55_0.json 1
162 16 250 187 0.600000 0.500000 7 16 data/poster_55_0.json 2
163 16 250 187 0.600000 0.500000 7 16 data/poster_55_0.json 3
164 16 250 187 0.600000 0.500000 7 16 data/poster_55_0.json 4
165 16 250 187 0.600000 0.500000 7 16 data/poster_55_0.json 5
166 16 250 187 0.600000 0.500000 7 16 data/poster_55_0.json 6
167 16 250 187 0.600000 0.500000 7 16 data/poster_55_0.json 7
168 16 250 187 0.600000 0.500000 7 16 data/poster_55_0.json 8
169 16 250 187 0.600000 0.500000 7 16 data/poster_55_0.json 9
170 16 250 187 0.600000 0.500000 7 16 data/poster_55_0.json 10
171 16 250 187 0.600000 0.500000 8 16 data/poster_55_0.json 1
172 16 250 187 0.600000 0.500000 8 16 data/poster_55_0.json 2
173 16 250 187 0.600000 0.500000 8 16 data/poster_55_0.json 3
174 16 250 187 0.600000 0.500000 8 16 data/poster_55_0.json 4
175 16 250 187 0.600000 0.500000 8 16 data/poster_55_0.json 5
176 16 250 187 0.600000 0.500000 8 16 data/poster_55_0.json 6
177 16 250 187 0.600000 0.500000 8 16 data/poster_55_0.json 7
178 16 250 187 0.600000 0.500000 8 16 data/poster_55_0.json 8
179 16 250 187 0.600000 0.500000 8 16 data/poster_55_0.json 9
180 16 250 187 0.600000 0.500000 8 16 data/poster_55_0.json 10
181 16 250 187 0.600000 0.500000 9 16 data/poster_55_0.json 1
182 16 250 187 0.600000 0.500000 9 16 data/poster_55_0.json 2
183 16 250 187 0.600000 0.500000 9 16 data/poster_55_0.json 3
184 16 250 187 0.600000 0.500000 9 16 data/poster_55_0.json 4
185 16 250 187 0.600000 0.500000 9 16 data/poster_55_0.json 5
186 16 250 187 0.600000 0.500000 9 16 data/poster_55_0.json 6
187 16 250 187 0.600000 0.500000 9 16 data/poster_55_0.json 7
188 16 250 187 0.600000 0.500000 9 16 data/poster_55_0.json 8
189 16 250 187 0.600000 0.500000 9 16 data/poster_55_0.json 9
190 16 250 187 0.600000 0.500000 9 16 data/poster_55_0.json 10
191 16 250 187 0.600000 0.500000 10 16 data/poster_55_0.json 1
192 16 250 187 0.600000 0.500000 10 16 data/poster_55_0.json 2
193 16 250 187 0.600000 0.500000 10 16 data/poster_55_0.json 3
194 16 250 187 0.600000 0.500000 10 16 data/poster_55_0.json 4
195 16 250 187 0.600000 0.500000 10 16 data/poster_55_0.json 5
196 16 250 187 0.600000 0.500000 10 16 data/poster_55_0.json 6
197 16 250 187 0.600000 0.500000 10 16 data/poster_55_0.json 7
198 16 250 187 0.600000 0.500000 10 16 data/poster_55_0.json 8
199 16 250 187 0.600000 0.500000 10 16 data/poster_55_0.json 9
200 16 250 187 0.600000 0.500000 10 16 data/poster_55_0.json 10
201 32 250 187 0.400000 0.500000 1 32 data/poster_55_0.json 1
202 32 250 187 0.400000 0.500000 1 32 data/poster_55_0.json 2
203 32 250 187 0.400000 0.500000 1 32 data/poster_55_0.json 3
204 32 250 187 0.400000 0.500000 1 32 data/poster_55_0.json 4
205 32 250 187 0.400000 0.500000 1 32 data/poster_55_0.json 5
206 32 250 187 0.400000 0.500000 1 32 data/poster_55_0.json 6
207 32 250 187 0.400000 0.500000 1 32 data/poster_55_0.json 7
208 32 250 187 0.400000 0.500000 1 32 data/poster_55_0.json 8
209 32 250 187 0.400000 0.500000 1 32 data/poster_55_0.json 9
210 32 250 187 0.400000 0.500000 1 32 data/poster_55_0.json 10
211 32 250 187 0.400000 0.500000 2 32 data/poster_55_0.json 1
212 32 250 187 0.400000 0.500000 2 32 data/poster_55_0.json 2
213 32 250 187 0.400000 0.500000 2 32 data/poster_55_0.json 3
214 32 250 187 0.400000 0.500000 2 32 data/poster_55_0.json 4
215 32 250 187 0.400000 0.500000 2 32 data/poster_55_0.json 5
216 32 250 187 0.400000 0.500000 2 32 data/poster_55_0.json 6
217 32 250 187 0.400000 0.500000 2 32 data/poster_55_0.json 7
218 32 250 187 0.400000 0.500000 2 32 data/poster_55_0.json 8
219 32 250 187 0.400000 0.500000 2 32 data/poster_55_0.json 9
220 32 250 187 0.400000 0.500000 2 32 data/poster_55_0.json 10
221 32 250 187 0.400000 0.500000 3 32 data/poster_55_0.json 1
222 32 250 187 0.400000 0.500000 3 32 data/poster_55_0.json 2
223 32 250 187 0.400000 0.500000 3 32 data/poster_55_0.json 3
224 32 250 187 0.400000 0.500000 3 32 data/poster_55_0.json 4
225 32 250 187 0.400000 0.500000 3 32 data/poster_55_0.json 5
226 32 250 187 0.400000 0.500000 3 32 data/poster_55_0.json 6
227 32 250 187 0.400000 0.500000 3 32 data/poster_55_0.json 7
228 32 250 187 0.400000 0.500000 3 32 data/poster_55_0.json 8
229 32 250 187 0.400000 0.500000 3 32 data/poster_55_0.json 9
230 32 250 187 0.400000 0.500000 3 32 data/poster_55_0.json 10
231 32 250 187 0.400000 0.500000 4 32 data/poster_55_0.json 1
232 32 250 187 0.400000 0.500000 4 32 data/poster_55_0.json 2
233 32 250 187 0.400000 0.500000 4 32 data/poster_55_0.json 3
234 32 250 187 0.400000 0.500000 4 32 data/poster_55_0.json 4
235 32 250 187 0.400000 0.500000 4 32 data/poster_55_0.json 5
236 32 250 187 0.400000 0.500000 4 32 data/poster_55_0.json 6
237 32 250 187 0.400000 0.500000 4 32 data/poster_55_0.json 7
238 32 250 187 0.400000 0.500000 4 32 data/poster_55_0.json 8
239 32 250 187 0.400000 0.500000 4 32 data/poster_55_0.json 9
240 32 250 187 0.400000 0.500000 4 32 data/poster_55_0.json 10
241 32 250 187 0.400000 0.500000 5 32 data/poster_55_0.json 1
242 32 250 187 0.400000 0.500000 5 32 data/poster_55_0.json 2
243 32 250 187 0.400000 0.500000 5 32 data/poster_55_0.json 3
244 32 250 187 0.400000 0.500000 5 32 data/poster_55_0.json 4
245 32 250 187 0.400000 0.500000 5 32 data/poster_55_0.json 5
246 32 250 187 0.400000 0.500000 5 32 data/poster_55_0.json 6
247 32 250 187 0.400000 0.500000 5 32 data/poster_55_0.json 7
248 32 250 187 0.400000 0.500000 5 32 data/poster_55_0.json 8
249 32 250 187 0.400000 0.500000 5 32 data/poster_55_0.json 9
250 32 250 187 0.400000 0.500000 5 32 data/poster_55_0.json 10
251 32 250 187 0.400000 0.500000 6 32 data/poster_55_0.json 1
252 32 250 187 0.400000 0.500000 6 32 data/poster_55_0.json 2
253 32 250 187 0.400000 0.500000 6 32 data/poster_55_0.json 3
254 32 250 187 0.400000 0.500000 6 32 data/poster_55_0.json 4
255 32 250 187 0.400000 0.500000 6 32 data/poster_55_0.json 5
256 32 250 187 0.400000 0.500000 6 32 data/poster_55_0.json 6
257 32 250 187 0.400000 0.500000 6 32 data/poster_55_0.json 7
258 32 250 187 0.400000 0.500000 6 32 data/poster_55_0.json 8
259 32 250 187 0.400000 0.500000 6 32 data/poster_55_0.json 9
260 32 250 187 0.400000 0.500000 6 32 data/poster_55_0.json 10
261 32 250 187 0.400000 0.500000 7 32 data/poster_55_0.json 1
262 32 250 187 0.400000 0.500000 7 32 data/poster_55_0.json 2
263 32 250 187 0.400000 0.500000 7 32 data/poster_55_0.json 3
264 32 250 187 0.400000 0.500000 7 32 data/poster_55_0.json 4
265 32 250 187 0.400000 0.500000 7 32 data/poster_55_0.json 5
266 32 250 187 0.400000 0.500000 7 32 data/poster_55_0.json 6
267 32 250 187 0.400000 0.500000 7 32 data/poster_55_0.json 7
268 32 250 187 0.400000 0.500000 7 32 data/poster_55_0.json 8
269 32 250 187 0.400000 0.500000 7 32 data/poster_55_0.json 9
270 32 250 187 0.400000 0.500000 7 32 data/poster_55_0.json 10
271 32 250 187 0.400000 0.500000 8 32 data/poster_55_0.json 1
272 32 250 187 0.400000 0.500000 8 32 data/poster_55_0.json 2
273 32 250 187 0.400000 0.500000 8 32 data/poster_55_0.json 3
274 32 250 187 0.400000 0.500000 8 32 data/poster_55_0.json 4
275 32 250 187 0.400000 0.500000 8 32 data/poster_55_0.json 5
276 32 250 187 0.400000 0.500000 8 32 data/poster_55_0.json 6
277 32 250 187 0.400000 0.500000 8 32 data/poster_55_0.json 7
278 32 250 187 0.400000 0.500000 8 32 data/poster_55_0.json 8
279 32 250 187 0.400000 0.500000 8 32 data/poster_55_0.json 9
280 32 250 187 0.400000 0.500000 8 32 data/poster_55_0.json 10
281 32 250 187 0.400000 0.500000 9 32 data/poster_55_0.json 1
282 32 250 187 0.400000 0.500000 9 32 data/poster_55_0.json 2
283 32 250 187 0.400000 0.500000 9 32 data/poster_55_0.json 3
284 32 250 187 0.400000 0.500000 9 32 data/poster_55_0.json 4
285 32 250 187 0.400000 0.500000 9 32 data/poster_55_0.json 5
286 32 250 187 0.400000 0.500000 9 32 data/poster_55_0.json 6
287 32 250 187 0.400000 0.500000 9 32 data/poster_55_0.json 7
288 32 250 187 0.400000 0.500000 9 32 data/poster_55_0.json 8
289 32 250 187 0.400000 0.500000 9 32 data/poster_55_0.json 9
290 32 250 187 0.400000 0.500000 9 32 data/poster_55_0.json 10
291 32 250 187 0.400000 0.500000 10 32 data/poster_55_0.json 1
292 32 250 187 0.400000 0.500000 10 32 data/poster_55_0.json 2
293 32 250 187 0.400000 0.500000 10 32 data/poster_55_0.json 3
294 32 250 187 0.400000 0.500000 10 32 data/poster_55_0.json 4
295 32 250 187 0.400000 0.500000 10 32 data/poster_55_0.json 5
296 32 250 187 0.400000 0.500000 10 32 data/poster_55_0.json 6
297 32 250 187 0.400000 0.500000 10 32 data/poster_55_0.json 7
298 32 250 187 0.400000 0.500000 10 32 data/poster_55_0.json 8
299 32 250 187 0.400000 0.500000 10 32 data/poster_55_0.json 9
300 32 250 187 0.400000 0.500000 10 32 data/poster_55_0.json 10
301 32 250 187 0.600000 0.500000 1 32 data/poster_55_0.json 1
302 32 250 187 0.600000 0.500000 1 32 data/poster_55_0.json 2
303 32 250 187 0.600000 0.500000 1 32 data/poster_55_0.json 3
304 32 250 187 0.600000 0.500000 1 32 data/poster_55_0.json 4
305 32 250 187 0.600000 0.500000 1 32 data/poster_55_0.json 5
306 32 250 187 0.600000 0.500000 1 32 data/poster_55_0.json 6
307 32 250 187 0.600000 0.500000 1 32 data/poster_55_0.json 7
308 32 250 187 0.600000 0.500000 1 32 data/poster_55_0.json 8
309 32 250 187 0.600000 0.500000 1 32 data/poster_55_0.json 9
310 32 250 187 0.600000 0.500000 1 32 data/poster_55_0.json 10
311 32 250 187 0.600000 0.500000 2 32 data/poster_55_0.json 1
312 32 250 187 0.600000 0.500000 2 32 data/poster_55_0.json 2
313 32 250 187 0.600000 0.500000 2 32 data/poster_55_0.json 3
314 32 250 187 0.600000 0.500000 2 32 data/poster_55_0.json 4
315 32 250 187 0.600000 0.500000 2 32 data/poster_55_0.json 5
316 32 250 187 0.600000 0.500000 2 32 data/poster_55_0.json 6
317 32 250 187 0.600000 0.500000 2 32 data/poster_55_0.json 7
318 32 250 187 0.600000 0.500000 2 32 data/poster_55_0.json 8
319 32 250 187 0.600000 0.500000 2 32 data/poster_55_0.json 9
320 32 250 187 0.600000 0.500000 2 32 data/poster_55_0.json 10
321 32 250 187 0.600000 0.500000 3 32 data/poster_55_0.json 1
322 32 250 187 0.600000 0.500000 3 32 data/poster_55_0.json 2
323 32 250 187 0.600000 0.500000 3 32 data/poster_55_0.json 3
324 32 250 187 0.600000 0.500000 3 32 data/poster_55_0.json 4
325 32 250 187 0.600000 0.500000 3 32 data/poster_55_0.json 5
326 32 250 187 0.600000 0.500000 3 32 data/poster_55_0.json 6
327 32 250 187 0.600000 0.500000 3 32 data/poster_55_0.json 7
328 32 250 187 0.600000 0.500000 3 32 data/poster_55_0.json 8
329 32 250 187 0.600000 0.500000 3 32 data/poster_55_0.json 9
330 32 250 187 0.600000 0.500000 3 32 data/poster_55_0.json 10
331 32 250 187 0.600000 0.500000 4 32 data/poster_55_0.json 1
332 32 250 187 0.600000 0.500000 4 32 data/poster_55_0.json 2
333 32 250 187 0.600000 0.500000 4 32 data/poster_55_0.json 3
334 32 250 187 0.600000 0.500000 4 32 data/poster_55_0.json 4
335 32 250 187 0.600000 0.500000 4 32 data/poster_55_0.json 5
336 32 250 187 0.600000 0.500000 4 32 data/poster_55_0.json 6
337 32 250 187 0.600000 0.500000 4 32 data/poster_55_0.json 7
338 32 250 187 0.600000 0.500000 4 32 data/poster_55_0.json 8
339 32 250 187 0.600000 0.500000 4 32 data/poster_55_0.json 9
340 32 250 187 0.600000 0.500000 4 32 data/poster_55_0.json 10
341 32 250 187 0.600000 0.500000 5 32 data/poster_55_0.json 1
342 32 250 187 0.600000 0.500000 5 32 data/poster_55_0.json 2
343 32 250 187 0.600000 0.500000 5 32 data/poster_55_0.json 3
344 32 250 187 0.600000 0.500000 5 32 data/poster_55_0.json 4
345 32 250 187 0.600000 0.500000 5 32 data/poster_55_0.json 5
346 32 250 187 0.600000 0.500000 5 32 data/poster_55_0.json 6
347 32 250 187 0.600000 0.500000 5 32 data/poster_55_0.json 7
348 32 250 187 0.600000 0.500000 5 32 data/poster_55_0.json 8
349 32 250 187 0.600000 0.500000 5 32 data/poster_55_0.json 9
350 32 250 187 0.600000 0.500000 5 32 data/poster_55_0.json 10
351 32 250 187 0.600000 0.500000 6 32 data/poster_55_0.json 1
352 32 250 187 0.600000 0.500000 6 32 data/poster_55_0.json 2
353 32 250 187 0.600000 0.500000 6 32 data/poster_55_0.json 3
354 32 250 187 0.600000 0.500000 6 32 data/poster_55_0.json 4
355 32 250 187 0.600000 0.500000 6 32 data/poster_55_0.json 5
356 32 250 187 0.600000 0.500000 6 32 data/poster_55_0.json 6
357 32 250 187 0.600000 0.500000 6 32 data/poster_55_0.json 7
358 32 250 187 0.600000 0.500000 6 32 data/poster_55_0.json 8
359 32 250 187 0.600000 0.500000 6 32 data/poster_55_0.json 9
360 32 250 187 0.600000 0.500000 6 32 data/poster_55_0.json 10
361 32 250 187 0.600000 0.500000 7 32 data/poster_55_0.json 1
362 32 250 187 0.600000 0.500000 7 32 data/poster_55_0.json 2
363 32 250 187 0.600000 0.500000 7 32 data/poster_55_0.json 3
364 32 250 187 0.600000 0.500000 7 32 data/poster_55_0.json 4
365 32 250 187 0.600000 0.500000 7 32 data/poster_55_0.json 5
366 32 250 187 0.600000 0.500000 7 32 data/poster_55_0.json 6
367 32 250 187 0.600000 0.500000 7 32 data/poster_55_0.json 7
368 32 250 187 0.600000 0.500000 7 32 data/poster_55_0.json 8
369 32 250 187 0.600000 0.500000 7 32 data/poster_55_0.json 9
370 32 250 187 0.600000 0.500000 7 32 data/poster_55_0.json 10
371 32 250 187 0.600000 0.500000 8 32 data/poster_55_0.json 1
372 32 250 187 0.600000 0.500000 8 32 data/poster_55_0.json 2
373 32 250 187 0.600000 0.500000 8 32 data/poster_55_0.json 3
374 32 250 187 0.600000 0.500000 8 32 data/poster_55_0.json 4
375 32 250 187 0.600000 0.500000 8 32 data/poster_55_0.json 5
376 32 250 187 0.600000 0.500000 8 32 data/poster_55_0.json 6
377 32 250 187 0.600000 0.500000 8 32 data/poster_55_0.json 7
378 32 250 187 0.600000 0.500000 8 32 data/poster_55_0.json 8
379 32 250 187 0.600000 0.500000 8 32 data/poster_55_0.json 9
380 32 250 187 0.600000 0.500000 8 32 data/poster_55_0.json 10
381 32 250 187 0.600000 0.500000 9 32 data/poster_55_0.json 1
382 32 250 187 0.600000 0.500000 9 32 data/poster_55_0.json 2
383 32 250 187 0.600000 0.500000 9 32 data/poster_55_0.json 3
384 32 250 187 0.600000 0.500000 9 32 data/poster_55_0.json 4
385 32 250 187 0.600000 0.500000 9 32 data/poster_55_0.json 5
386 32 250 187 0.600000 0.500000 9 32 data/poster_55_0.json 6
387 32 250 187 0.600000 0.500000 9 32 data/poster_55_0.json 7
388 32 250 187 0.600000 0.500000 9 32 data/poster_55_0.json 8
389 32 250 187 0.600000 0.500000 9 32 data/poster_55_0.json 9
390 32 250 187 0.600000 0.500000 9 32 data/poster_55_0.json 10
391 32 250 187 0.600000 0.500000 10 32 data/poster_55_0.json 1
392 32 250 187 0.600000 0.500000 10 32 data/poster_55_0.json 2
393 32 250 187 0.600000 0.500000 10 32 data/poster_55_0.json 3
394 32 250 187 0.600000 0.500000 10 32 data/poster_55_0.json 4
395 32 250 187 0.600000 0.500000 10 32 data/poster_55_0.json 5
396 32 250 187 0.600000 0.500000 10 32 data/poster_55_0.json 6
397 32 250 187 0.600000 0.500000 10 32 data/poster_55_0.json 7
398 32 250 187 0.600000 0.500000 10 32 data/poster_55_0.json 8
